Ensembl Gene ID	Ensembl Transcript ID	Platypus Ensembl Protein ID
ENSG00000147155	ENST00000495186	ENSOANP00000020510
ENSG00000144891	ENST00000497524	ENSOANP00000026208
ENSG00000036828	ENST00000498619	ENSOANP00000015961
ENSG00000163956	ENST00000500728	
ENSG00000164604	ENST00000501255	ENSOANP00000023990
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	ENSOANP00000016697
ENSG00000069018	ENST00000513104	ENSOANP00000014052
ENSG00000069018	ENST00000513104	ENSOANP00000021037
ENSG00000069018	ENST00000513104	ENSOANP00000023144
ENSG00000150471	ENST00000514591	ENSOANP00000003523
ENSG00000138696	ENST00000515059	ENSOANP00000020260
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	ENSOANP00000021010
ENSG00000094755	ENST00000518525	ENSOANP00000012422
ENSG00000174417	ENST00000518632	ENSOANP00000013221
ENSG00000164930	ENST00000522566	ENSOANP00000012843
ENSG00000255012	ENST00000526538	ENSOANP00000004346
ENSG00000254834	ENST00000526812	ENSOANP00000004346
ENSG00000149403	ENST00000527524	ENSOANP00000010028
ENSG00000156097	ENST00000527748	
ENSG00000255223	ENST00000528616	ENSOANP00000004346
ENSG00000185803	ENST00000530047	
ENSG00000254466	ENST00000530162	ENSOANP00000020265
ENSG00000254466	ENST00000530162	ENSOANP00000025795
ENSG00000254466	ENST00000530162	ENSOANP00000020266
ENSG00000255307	ENST00000530810	
ENSG00000174804	ENST00000531380	ENSOANP00000014129
ENSG00000119714	ENST00000531499	ENSOANP00000006044
ENSG00000196248	ENST00000531945	ENSOANP00000017051
ENSG00000160654	ENST00000532917	ENSOANP00000008499
ENSG00000213906	ENST00000533293	ENSOANP00000023730
ENSG00000226761	ENST00000533467	
ENSG00000256797	ENST00000535540	
ENSG00000137872	ENST00000536845	ENSOANP00000020719
ENSG00000238243	ENST00000537741	ENSOANP00000016861
ENSG00000104290	ENST00000537916	ENSOANP00000010093
ENSG00000183269	ENST00000537935	ENSOANP00000022122
ENSG00000183269	ENST00000537935	ENSOANP00000018003
ENSG00000198753	ENST00000538966	ENSOANP00000008239
ENSG00000171631	ENST00000540342	
ENSG00000255804	ENST00000540461	
ENSG00000183150	ENST00000540510	
ENSG00000187554	ENST00000540964	ENSOANP00000002290
ENSG00000165409	ENST00000541158	ENSOANP00000016827
ENSG00000135503	ENST00000541224	ENSOANP00000018898
ENSG00000128271	ENST00000541988	ENSOANP00000001958
ENSG00000257019	ENST00000542196	
ENSG00000255582	ENST00000542433	ENSOANP00000017051
ENSG00000105281	ENST00000542575	ENSOANP00000005239
ENSG00000078589	ENST00000544091	
ENSG00000144230	ENST00000544369	ENSOANP00000014269
ENSG00000169896	ENST00000544665	ENSOANP00000012202
ENSG00000169896	ENST00000544665	ENSOANP00000017061
ENSG00000169896	ENST00000544665	ENSOANP00000010388
ENSG00000183625	ENST00000545097	ENSOANP00000010830
ENSG00000255713	ENST00000545221	ENSOANP00000020268
ENSG00000255713	ENST00000545221	ENSOANP00000021458
ENSG00000255713	ENST00000545221	ENSOANP00000021463
ENSG00000255713	ENST00000545221	ENSOANP00000021462
ENSG00000255713	ENST00000545221	ENSOANP00000003558
ENSG00000101292	ENST00000546004	ENSOANP00000013335
ENSG00000089041	ENST00000546057	ENSOANP00000016843
ENSG00000258227	ENST00000546910	
ENSG00000258083	ENST00000548136	
ENSG00000257115	ENST00000550708	
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	
ENSG00000168398	ENST00000554311	ENSOANP00000010514
ENSG00000021645	ENST00000554719	
ENSG00000137070	ENST00000555003	ENSOANP00000000746
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	
