Ensembl Gene ID	Ensembl Transcript ID	Horse Ensembl Protein ID
ENSG00000126251	ENST00000454971	ENSECAP00000003557
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	
ENSG00000145888	ENST00000455880	ENSECAP00000020219
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	ENSECAP00000002122
ENSG00000237521	ENST00000456448	ENSECAP00000001182
ENSG00000237521	ENST00000456448	ENSECAP00000001707
ENSG00000230178	ENST00000456475	ENSECAP00000002884
ENSG00000228198	ENST00000456743	
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	ENSECAP00000012734
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	ENSECAP00000010697
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	ENSECAP00000020197
ENSG00000151577	ENST00000460779	ENSECAP00000014233
ENSG00000175697	ENST00000464295	ENSECAP00000022191
ENSG00000101850	ENST00000467482	ENSECAP00000008551
ENSG00000106113	ENST00000471646	ENSECAP00000022676
ENSG00000144724	ENST00000474889	ENSECAP00000023075
ENSG00000179921	ENST00000479077	ENSECAP00000004809
ENSG00000112195	ENST00000483722	ENSECAP00000013925
ENSG00000185008	ENST00000487694	ENSECAP00000009128
ENSG00000243896	ENST00000493325	
ENSG00000147155	ENST00000495186	ENSECAP00000019658
ENSG00000144891	ENST00000497524	ENSECAP00000000954
ENSG00000036828	ENST00000498619	ENSECAP00000022285
ENSG00000163956	ENST00000500728	ENSECAP00000012737
ENSG00000164604	ENST00000501255	ENSECAP00000019749
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	ENSECAP00000001808
ENSG00000069018	ENST00000513104	ENSECAP00000006595
ENSG00000150471	ENST00000514591	ENSECAP00000016715
ENSG00000138696	ENST00000515059	ENSECAP00000010209
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	ENSECAP00000007588
ENSG00000094755	ENST00000518525	ENSECAP00000012174
ENSG00000174417	ENST00000518632	ENSECAP00000020598
ENSG00000164930	ENST00000522566	ENSECAP00000012481
ENSG00000255012	ENST00000526538	ENSECAP00000002774
ENSG00000255012	ENST00000526538	ENSECAP00000001837
ENSG00000254834	ENST00000526812	ENSECAP00000002774
ENSG00000254834	ENST00000526812	ENSECAP00000001837
ENSG00000149403	ENST00000527524	ENSECAP00000015842
ENSG00000156097	ENST00000527748	ENSECAP00000002217
ENSG00000255223	ENST00000528616	ENSECAP00000001505
ENSG00000185803	ENST00000530047	ENSECAP00000013595
ENSG00000254466	ENST00000530162	ENSECAP00000001618
ENSG00000255307	ENST00000530810	ENSECAP00000004013
ENSG00000174804	ENST00000531380	ENSECAP00000005734
ENSG00000119714	ENST00000531499	ENSECAP00000003420
ENSG00000196248	ENST00000531945	ENSECAP00000000828
ENSG00000160654	ENST00000532917	ENSECAP00000003947
ENSG00000213906	ENST00000533293	
ENSG00000226761	ENST00000533467	ENSECAP00000002680
ENSG00000226761	ENST00000533467	ENSECAP00000002576
ENSG00000256797	ENST00000535540	
ENSG00000137872	ENST00000536845	ENSECAP00000015072
ENSG00000238243	ENST00000537741	ENSECAP00000001916
ENSG00000104290	ENST00000537916	ENSECAP00000015953
ENSG00000183269	ENST00000537935	
ENSG00000198753	ENST00000538966	ENSECAP00000001310
ENSG00000171631	ENST00000540342	
ENSG00000255804	ENST00000540461	
ENSG00000183150	ENST00000540510	ENSECAP00000020921
ENSG00000187554	ENST00000540964	
ENSG00000165409	ENST00000541158	ENSECAP00000013222
ENSG00000135503	ENST00000541224	ENSECAP00000009804
ENSG00000128271	ENST00000541988	ENSECAP00000002778
ENSG00000257019	ENST00000542196	ENSECAP00000002863
ENSG00000255582	ENST00000542433	ENSECAP00000001819
ENSG00000255582	ENST00000542433	ENSECAP00000001760
ENSG00000105281	ENST00000542575	ENSECAP00000009592
ENSG00000078589	ENST00000544091	ENSECAP00000002198
ENSG00000144230	ENST00000544369	ENSECAP00000000782
ENSG00000169896	ENST00000544665	ENSECAP00000016034
ENSG00000183625	ENST00000545097	ENSECAP00000001001
ENSG00000255713	ENST00000545221	
ENSG00000101292	ENST00000546004	ENSECAP00000008111
ENSG00000089041	ENST00000546057	ENSECAP00000008383
ENSG00000258227	ENST00000546910	ENSECAP00000006732
ENSG00000258083	ENST00000548136	ENSECAP00000002543
ENSG00000257115	ENST00000550708	ENSECAP00000003840
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	ENSECAP00000008968
ENSG00000256574	ENST00000553795	ENSECAP00000014008
ENSG00000168398	ENST00000554311	ENSECAP00000003742
ENSG00000021645	ENST00000554719	
ENSG00000137070	ENST00000555003	ENSECAP00000015298
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	ENSECAP00000000590
