Ensembl Gene ID	Ensembl Transcript ID	Pig Ensembl Protein ID
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSSSCP00000004064
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	ENSSSCP00000013688
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSSSCP00000001907
ENSG00000170915	ENST00000442253	ENSSSCP00000002827
ENSG00000081237	ENST00000442510	ENSSSCP00000011630
ENSG00000187323	ENST00000442544	ENSSSCP00000004881
ENSG00000144648	ENST00000442925	ENSSSCP00000012036
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	ENSSSCP00000000327
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	
ENSG00000152034	ENST00000445970	ENSSSCP00000004699
ENSG00000229408	ENST00000446161	
ENSG00000237388	ENST00000446524	ENSSSCP00000015468
ENSG00000237388	ENST00000446524	ENSSSCP00000013028
ENSG00000237388	ENST00000446524	ENSSSCP00000006203
ENSG00000237388	ENST00000446524	ENSSSCP00000006205
ENSG00000237388	ENST00000446524	ENSSSCP00000006233
ENSG00000091181	ENST00000446632	ENSSSCP00000012287
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSSSCP00000017924
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	ENSSSCP00000017643
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	ENSSSCP00000012078
ENSG00000232268	ENST00000450052	ENSSSCP00000015689
ENSG00000187764	ENST00000450295	ENSSSCP00000010232
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSSSCP00000001882
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	
ENSG00000175344	ENST00000454250	ENSSSCP00000005209
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSSSCP00000004659
ENSG00000241910	ENST00000454969	
ENSG00000126251	ENST00000454971	ENSSSCP00000003114
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	
ENSG00000145888	ENST00000455880	ENSSSCP00000018093
ENSG00000145888	ENST00000455880	ENSSSCP00000018096
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	ENSSSCP00000014557
ENSG00000237521	ENST00000456448	ENSSSCP00000014552
ENSG00000237521	ENST00000456448	ENSSSCP00000014561
ENSG00000237521	ENST00000456448	ENSSSCP00000014554
ENSG00000237521	ENST00000456448	ENSSSCP00000014558
ENSG00000237521	ENST00000456448	ENSSSCP00000014559
ENSG00000237521	ENST00000456448	ENSSSCP00000014555
ENSG00000237521	ENST00000456448	ENSSSCP00000014553
ENSG00000237521	ENST00000456448	ENSSSCP00000014556
ENSG00000230178	ENST00000456475	ENSSSCP00000002379
ENSG00000228198	ENST00000456743	ENSSSCP00000015478
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	ENSSSCP00000011394
ENSG00000066468	ENST00000457416	ENSSSCP00000011400
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	ENSSSCP00000012527
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	ENSSSCP00000013581
ENSG00000151577	ENST00000460779	ENSSSCP00000012691
ENSG00000175697	ENST00000464295	ENSSSCP00000012663
ENSG00000101850	ENST00000467482	ENSSSCP00000012884
ENSG00000106113	ENST00000471646	ENSSSCP00000017664
ENSG00000144724	ENST00000474889	ENSSSCP00000012239
ENSG00000179921	ENST00000479077	
ENSG00000112195	ENST00000483722	ENSSSCP00000001750
ENSG00000185008	ENST00000487694	ENSSSCP00000012787
ENSG00000243896	ENST00000493325	
ENSG00000147155	ENST00000495186	
ENSG00000144891	ENST00000497524	ENSSSCP00000012465
ENSG00000036828	ENST00000498619	ENSSSCP00000012651
ENSG00000163956	ENST00000500728	ENSSSCP00000009276
ENSG00000164604	ENST00000501255	ENSSSCP00000017630
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	
ENSG00000069018	ENST00000513104	ENSSSCP00000015231
ENSG00000150471	ENST00000514591	ENSSSCP00000009510
ENSG00000138696	ENST00000515059	ENSSSCP00000009800
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	
ENSG00000094755	ENST00000518525	ENSSSCP00000018014
ENSG00000094755	ENST00000518525	ENSSSCP00000018013
ENSG00000174417	ENST00000518632	ENSSSCP00000006443
ENSG00000164930	ENST00000522566	ENSSSCP00000006462
ENSG00000255012	ENST00000526538	ENSSSCP00000015431
ENSG00000254834	ENST00000526812	ENSSSCP00000015431
ENSG00000149403	ENST00000527524	ENSSSCP00000016054
ENSG00000156097	ENST00000527748	ENSSSCP00000007280
ENSG00000255223	ENST00000528616	
ENSG00000185803	ENST00000530047	ENSSSCP00000006317
ENSG00000254466	ENST00000530162	ENSSSCP00000013963
ENSG00000255307	ENST00000530810	ENSSSCP00000015565
ENSG00000174804	ENST00000531380	ENSSSCP00000015840
ENSG00000119714	ENST00000531499	ENSSSCP00000002640
ENSG00000196248	ENST00000531945	ENSSSCP00000016082
ENSG00000196248	ENST00000531945	ENSSSCP00000016089
ENSG00000196248	ENST00000531945	ENSSSCP00000016085
ENSG00000160654	ENST00000532917	ENSSSCP00000016017
ENSG00000213906	ENST00000533293	
ENSG00000226761	ENST00000533467	ENSSSCP00000000658
ENSG00000256797	ENST00000535540	
ENSG00000137872	ENST00000536845	ENSSSCP00000005023
ENSG00000238243	ENST00000537741	
ENSG00000104290	ENST00000537916	ENSSSCP00000010337
ENSG00000183269	ENST00000537935	
ENSG00000198753	ENST00000538966	ENSSSCP00000013589
ENSG00000198753	ENST00000538966	ENSSSCP00000013586
ENSG00000171631	ENST00000540342	ENSSSCP00000015742
ENSG00000255804	ENST00000540461	ENSSSCP00000002242
ENSG00000183150	ENST00000540510	
ENSG00000187554	ENST00000540964	
ENSG00000165409	ENST00000541158	
ENSG00000135503	ENST00000541224	ENSSSCP00000000248
ENSG00000128271	ENST00000541988	ENSSSCP00000010727
ENSG00000257019	ENST00000542196	
ENSG00000255582	ENST00000542433	ENSSSCP00000002317
ENSG00000255582	ENST00000542433	ENSSSCP00000002318
ENSG00000255582	ENST00000542433	ENSSSCP00000002305
ENSG00000105281	ENST00000542575	ENSSSCP00000003361
ENSG00000078589	ENST00000544091	ENSSSCP00000013245
ENSG00000144230	ENST00000544369	ENSSSCP00000016812
ENSG00000169896	ENST00000544665	ENSSSCP00000008283
ENSG00000183625	ENST00000545097	
ENSG00000255713	ENST00000545221	
ENSG00000101292	ENST00000546004	
ENSG00000089041	ENST00000546057	ENSSSCP00000010480
ENSG00000258227	ENST00000546910	
ENSG00000258083	ENST00000548136	
ENSG00000257115	ENST00000550708	ENSSSCP00000002817
ENSG00000257115	ENST00000550708	ENSSSCP00000002812
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	ENSSSCP00000011097
ENSG00000168398	ENST00000554311	ENSSSCP00000002707
ENSG00000021645	ENST00000554719	
ENSG00000137070	ENST00000555003	ENSSSCP00000011697
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	
