Ensembl Gene ID	Ensembl Transcript ID	Rat Ensembl Protein ID
ENSG00000213215	ENST00000392899	ENSRNOP00000045086
ENSG00000213215	ENST00000392899	ENSRNOP00000044423
ENSG00000106123	ENST00000392957	ENSRNOP00000019720
ENSG00000106278	ENST00000393386	ENSRNOP00000008719
ENSG00000114554	ENST00000393409	ENSRNOP00000022951
ENSG00000175591	ENST00000393597	ENSRNOP00000026115
ENSG00000184845	ENST00000393752	ENSRNOP00000034820
ENSG00000144847	ENST00000393775	ENSRNOP00000059779
ENSG00000145864	ENST00000393959	ENSRNOP00000004970
ENSG00000156920	ENST00000394143	ENSRNOP00000031182
ENSG00000179626	ENST00000394256	
ENSG00000186867	ENST00000394427	ENSRNOP00000008947
ENSG00000186867	ENST00000394427	ENSRNOP00000035152
ENSG00000119737	ENST00000394705	ENSRNOP00000029471
ENSG00000188372	ENST00000394857	ENSRNOP00000001952
ENSG00000164082	ENST00000395052	ENSRNOP00000017607
ENSG00000172772	ENST00000395079	ENSRNOP00000017572
ENSG00000172772	ENST00000395079	ENSRNOP00000040506
ENSG00000137868	ENST00000395105	ENSRNOP00000011074
ENSG00000181619	ENST00000395116	ENSRNOP00000005933
ENSG00000165215	ENST00000395145	
ENSG00000126777	ENST00000395309	ENSRNOP00000016449
ENSG00000197471	ENST00000395389	ENSRNOP00000051894
ENSG00000197471	ENST00000395389	ENSRNOP00000032358
ENSG00000197471	ENST00000395389	ENSRNOP00000056899
ENSG00000077238	ENST00000395762	ENSRNOP00000020994
ENSG00000150093	ENST00000396033	ENSRNOP00000014785
ENSG00000179826	ENST00000396275	
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	ENSRNOP00000042235
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	ENSRNOP00000057186
ENSG00000167332	ENST00000396950	ENSRNOP00000025097
ENSG00000180785	ENST00000396952	ENSRNOP00000025027
ENSG00000115232	ENST00000397033	ENSRNOP00000059329
ENSG00000164849	ENST00000397095	ENSRNOP00000001733
ENSG00000125245	ENST00000397473	ENSRNOP00000016848
ENSG00000162009	ENST00000397547	ENSRNOP00000025451
ENSG00000197646	ENST00000397747	ENSRNOP00000021615
ENSG00000134160	ENST00000397795	ENSRNOP00000021262
ENSG00000160255	ENST00000397852	ENSRNOP00000001639
ENSG00000160255	ENST00000397852	ENSRNOP00000034518
ENSG00000154928	ENST00000398015	ENSRNOP00000010634
ENSG00000152558	ENST00000398136	ENSRNOP00000014065
ENSG00000120088	ENST00000398285	ENSRNOP00000006764
ENSG00000127418	ENST00000398484	ENSRNOP00000000037
ENSG00000184012	ENST00000398585	ENSRNOP00000062828
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	ENSRNOP00000045594
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	ENSRNOP00000051845
ENSG00000215764	ENST00000400875	ENSRNOP00000031521
ENSG00000112486	ENST00000400926	ENSRNOP00000017302
ENSG00000111886	ENST00000402938	ENSRNOP00000009973
ENSG00000182083	ENST00000402971	
ENSG00000121764	ENST00000403528	ENSRNOP00000018674
ENSG00000100368	ENST00000403662	ENSRNOP00000000203
ENSG00000179915	ENST00000404971	ENSRNOP00000040473
ENSG00000164199	ENST00000405460	ENSRNOP00000029273
ENSG00000164199	ENST00000405460	ENSRNOP00000021912
ENSG00000132975	ENST00000405846	ENSRNOP00000057844
ENSG00000170820	ENST00000406846	ENSRNOP00000062520
ENSG00000183671	ENST00000407325	
ENSG00000064547	ENST00000407877	ENSRNOP00000048073
ENSG00000120903	ENST00000407991	ENSRNOP00000023475
ENSG00000221882	ENST00000408891	
ENSG00000221888	ENST00000408896	
ENSG00000221933	ENST00000408898	ENSRNOP00000007168
ENSG00000221938	ENST00000408899	ENSRNOP00000007200
ENSG00000221836	ENST00000408906	ENSRNOP00000007163
ENSG00000221996	ENST00000408920	ENSRNOP00000041368
ENSG00000221996	ENST00000408920	ENSRNOP00000016061
ENSG00000221813	ENST00000408922	ENSRNOP00000007157
ENSG00000221977	ENST00000408935	ENSRNOP00000017795
ENSG00000221858	ENST00000408949	
ENSG00000221970	ENST00000408951	ENSRNOP00000043100
ENSG00000221970	ENST00000408951	ENSRNOP00000040571
ENSG00000221970	ENST00000408951	ENSRNOP00000007235
ENSG00000221910	ENST00000408955	ENSRNOP00000024438
ENSG00000221910	ENST00000408955	ENSRNOP00000045086
ENSG00000221910	ENST00000408955	ENSRNOP00000044423
ENSG00000221989	ENST00000408979	ENSRNOP00000007208
ENSG00000091409	ENST00000409080	ENSRNOP00000039474
ENSG00000222040	ENST00000409345	ENSRNOP00000018584
ENSG00000121966	ENST00000409817	ENSRNOP00000062779
ENSG00000115594	ENST00000410023	ENSRNOP00000019673
ENSG00000115604	ENST00000410040	ENSRNOP00000020194
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	ENSRNOP00000027932
ENSG00000020181	ENST00000412232	ENSRNOP00000017776
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	
ENSG00000225211	ENST00000412603	
ENSG00000099957	ENST00000413302	ENSRNOP00000002558
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	ENSRNOP00000018695
ENSG00000233481	ENST00000414415	
ENSG00000113327	ENST00000414552	ENSRNOP00000004658
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	ENSRNOP00000010081
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	ENSRNOP00000022059
ENSG00000225781	ENST00000418316	
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	ENSRNOP00000001586
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	ENSRNOP00000033818
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSRNOP00000000415
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSRNOP00000016642
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	ENSRNOP00000044638
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSRNOP00000036885
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	
ENSG00000026508	ENST00000428726	ENSRNOP00000009000
ENSG00000170929	ENST00000429566	ENSRNOP00000008415
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	ENSRNOP00000025977
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000234560	ENST00000431524	ENSRNOP00000046973
ENSG00000234560	ENST00000431524	ENSRNOP00000050754
ENSG00000180720	ENST00000433765	ENSRNOP00000023586
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSRNOP00000057371
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	ENSRNOP00000002003
ENSG00000147145	ENST00000435339	ENSRNOP00000003286
ENSG00000135218	ENST00000435819	ENSRNOP00000058956
ENSG00000135218	ENST00000435819	ENSRNOP00000063867
ENSG00000135218	ENST00000435819	ENSRNOP00000058398
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	ENSRNOP00000002933
ENSG00000227191	ENST00000436911	
ENSG00000236032	ENST00000437310	
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	ENSRNOP00000009775
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	ENSRNOP00000008294
ENSG00000241106	ENST00000438763	ENSRNOP00000000526
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	ENSRNOP00000028380
ENSG00000228652	ENST00000439723	
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSRNOP00000020656
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	ENSRNOP00000017948
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSRNOP00000038736
ENSG00000081237	ENST00000442510	ENSRNOP00000063859
ENSG00000187323	ENST00000442544	ENSRNOP00000041438
ENSG00000144648	ENST00000442925	ENSRNOP00000026343
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	ENSRNOP00000051260
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	ENSRNOP00000042817
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	ENSRNOP00000015864
ENSG00000152034	ENST00000445970	
ENSG00000229408	ENST00000446161	
ENSG00000237388	ENST00000446524	ENSRNOP00000008676
ENSG00000091181	ENST00000446632	ENSRNOP00000008403
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSRNOP00000046349
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	ENSRNOP00000028435
ENSG00000232268	ENST00000450052	
ENSG00000187764	ENST00000450295	ENSRNOP00000018378
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSRNOP00000015223
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	ENSRNOP00000039068
ENSG00000175344	ENST00000454250	ENSRNOP00000052776
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSRNOP00000010172
ENSG00000241910	ENST00000454969	
ENSG00000126251	ENST00000454971	ENSRNOP00000053557
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	
ENSG00000145888	ENST00000455880	ENSRNOP00000059090
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	ENSRNOP00000049596
ENSG00000237521	ENST00000456448	ENSRNOP00000045457
ENSG00000237521	ENST00000456448	ENSRNOP00000057983
ENSG00000237521	ENST00000456448	ENSRNOP00000039490
ENSG00000237521	ENST00000456448	ENSRNOP00000043669
ENSG00000237521	ENST00000456448	ENSRNOP00000041811
ENSG00000237521	ENST00000456448	ENSRNOP00000048842
ENSG00000230178	ENST00000456475	
ENSG00000228198	ENST00000456743	
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	ENSRNOP00000059005
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	ENSRNOP00000049486
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	ENSRNOP00000025813
ENSG00000151577	ENST00000460779	ENSRNOP00000031550
ENSG00000175697	ENST00000464295	ENSRNOP00000003773
ENSG00000101850	ENST00000467482	ENSRNOP00000004758
ENSG00000106113	ENST00000471646	ENSRNOP00000014925
ENSG00000144724	ENST00000474889	ENSRNOP00000039045
ENSG00000179921	ENST00000479077	ENSRNOP00000019277
ENSG00000112195	ENST00000483722	ENSRNOP00000043394
ENSG00000185008	ENST00000487694	ENSRNOP00000041457
ENSG00000243896	ENST00000493325	ENSRNOP00000007229
ENSG00000147155	ENST00000495186	ENSRNOP00000007015
ENSG00000144891	ENST00000497524	ENSRNOP00000014175
ENSG00000144891	ENST00000497524	ENSRNOP00000034687
ENSG00000036828	ENST00000498619	ENSRNOP00000003092
ENSG00000163956	ENST00000500728	ENSRNOP00000012665
ENSG00000164604	ENST00000501255	ENSRNOP00000031780
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	ENSRNOP00000060621
ENSG00000069018	ENST00000513104	ENSRNOP00000016982
ENSG00000150471	ENST00000514591	ENSRNOP00000056687
ENSG00000138696	ENST00000515059	ENSRNOP00000021963
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	ENSRNOP00000026327
ENSG00000094755	ENST00000518525	ENSRNOP00000048081
ENSG00000174417	ENST00000518632	ENSRNOP00000006783
ENSG00000164930	ENST00000522566	ENSRNOP00000006195
ENSG00000255012	ENST00000526538	ENSRNOP00000012777
ENSG00000255012	ENST00000526538	ENSRNOP00000012767
ENSG00000254834	ENST00000526812	ENSRNOP00000012777
ENSG00000254834	ENST00000526812	ENSRNOP00000012767
ENSG00000149403	ENST00000527524	ENSRNOP00000047794
ENSG00000156097	ENST00000527748	ENSRNOP00000026750
ENSG00000255223	ENST00000528616	ENSRNOP00000041825
ENSG00000185803	ENST00000530047	ENSRNOP00000046721
ENSG00000254466	ENST00000530162	ENSRNOP00000028600
ENSG00000254466	ENST00000530162	ENSRNOP00000028601
ENSG00000255307	ENST00000530810	ENSRNOP00000035758
ENSG00000174804	ENST00000531380	ENSRNOP00000023205
ENSG00000119714	ENST00000531499	ENSRNOP00000035718
ENSG00000196248	ENST00000531945	ENSRNOP00000008207
ENSG00000160654	ENST00000532917	ENSRNOP00000021390
ENSG00000213906	ENST00000533293	ENSRNOP00000027619
ENSG00000226761	ENST00000533467	ENSRNOP00000048980
ENSG00000226761	ENST00000533467	ENSRNOP00000032084
ENSG00000256797	ENST00000535540	
ENSG00000137872	ENST00000536845	ENSRNOP00000040144
ENSG00000238243	ENST00000537741	ENSRNOP00000055299
ENSG00000104290	ENST00000537916	
ENSG00000183269	ENST00000537935	ENSRNOP00000044210
ENSG00000183269	ENST00000537935	ENSRNOP00000023279
ENSG00000198753	ENST00000538966	ENSRNOP00000053235
ENSG00000171631	ENST00000540342	ENSRNOP00000049439
ENSG00000255804	ENST00000540461	
ENSG00000183150	ENST00000540510	ENSRNOP00000009341
ENSG00000187554	ENST00000540964	ENSRNOP00000004821
ENSG00000165409	ENST00000541158	ENSRNOP00000005671
ENSG00000135503	ENST00000541224	ENSRNOP00000009345
ENSG00000128271	ENST00000541988	ENSRNOP00000001759
ENSG00000257019	ENST00000542196	ENSRNOP00000024724
ENSG00000255582	ENST00000542433	ENSRNOP00000057181
ENSG00000255582	ENST00000542433	ENSRNOP00000057183
ENSG00000105281	ENST00000542575	ENSRNOP00000049131
ENSG00000078589	ENST00000544091	ENSRNOP00000046594
ENSG00000144230	ENST00000544369	ENSRNOP00000032046
ENSG00000169896	ENST00000544665	ENSRNOP00000026748
ENSG00000183625	ENST00000545097	ENSRNOP00000008809
ENSG00000255713	ENST00000545221	ENSRNOP00000050372
ENSG00000255713	ENST00000545221	ENSRNOP00000041274
ENSG00000101292	ENST00000546004	ENSRNOP00000028889
ENSG00000089041	ENST00000546057	ENSRNOP00000001746
ENSG00000258227	ENST00000546910	ENSRNOP00000034438
ENSG00000258083	ENST00000548136	ENSRNOP00000056404
ENSG00000257115	ENST00000550708	
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	ENSRNOP00000017689
ENSG00000168398	ENST00000554311	ENSRNOP00000035441
ENSG00000021645	ENST00000554719	
ENSG00000137070	ENST00000555003	ENSRNOP00000020885
ENSG00000258817	ENST00000555099	ENSRNOP00000008715
ENSG00000258817	ENST00000555099	ENSRNOP00000040643
ENSG00000258817	ENST00000555099	ENSRNOP00000050158
ENSG00000258817	ENST00000555099	ENSRNOP00000050547
ENSG00000258839	ENST00000555147	ENSRNOP00000054949
