Ensembl Gene ID	Ensembl Transcript ID	Rabbit Ensembl Protein ID
ENSG00000183625	ENST00000545097	ENSOCUP00000020117
ENSG00000255713	ENST00000545221	ENSOCUP00000008617
ENSG00000101292	ENST00000546004	ENSOCUP00000001186
ENSG00000089041	ENST00000546057	ENSOCUP00000007621
ENSG00000258227	ENST00000546910	ENSOCUP00000008259
ENSG00000258083	ENST00000548136	
ENSG00000257115	ENST00000550708	ENSOCUP00000025839
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	ENSOCUP00000017411
ENSG00000256574	ENST00000553795	ENSOCUP00000023457
ENSG00000168398	ENST00000554311	ENSOCUP00000012746
ENSG00000021645	ENST00000554719	
ENSG00000137070	ENST00000555003	ENSOCUP00000019542
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	
