ENSPTRG00000000009|ENSPTRT00000000016|ENSPTRP00000000012
ENSCPOG00000009669|ENSCPOT00000009756|ENSCPOP00000019520
ENSCPOG00000023419|ENSCPOT00000021700|ENSCPOP00000019523
ENSCPOG00000021099|ENSCPOT00000020982|ENSCPOP00000019525
ENSCPOG00000015580|ENSCPOT00000015732|ENSCPOP00000019538
ENSCPOG00000000722|ENSCPOT00000000727|ENSCPOP00000019556
ENSCPOG00000026687|ENSCPOT00000009625|ENSCPOP00000019559
ENSCPOG00000027614|ENSCPOT00000022999|ENSCPOP00000019568
ENSCPOG00000019746|ENSCPOT00000023647|ENSCPOP00000019579
ENSCPOG00000021455|ENSCPOT00000024078|ENSCPOP00000019610
ENSCPOG00000014107|ENSCPOT00000014249|ENSCPOP00000019615
ENSCPOG00000015107|ENSCPOT00000015254|ENSCPOP00000019618
ENSCPOG00000006909|ENSCPOT00000006978|ENSCPOP00000019630
ENSCPOG00000023897|ENSCPOT00000023265|ENSCPOP00000019634
ENSCPOG00000006060|ENSCPOT00000006124|ENSCPOP00000019653
ENSCPOG00000012550|ENSCPOT00000012670|ENSCPOP00000019667
ENSCPOG00000009428|ENSCPOT00000009513|ENSCPOP00000019682
ENSCPOG00000022141|ENSCPOT00000024656|ENSCPOP00000019689
ENSCPOG00000004158|ENSCPOT00000004203|ENSCPOP00000019695
ENSCPOG00000021337|ENSCPOT00000026100|ENSCPOP00000019771
ENSCPOG00000024154|ENSCPOT00000020076|ENSCPOP00000019775
ENSCPOG00000020750|ENSCPOT00000026857|ENSCPOP00000019776
ENSCPOG00000022599|ENSCPOT00000023358|ENSCPOP00000019794
ENSCPOG00000020772|ENSCPOT00000028437|ENSCPOP00000019815
ENSCPOG00000022400|ENSCPOT00000026201|ENSCPOP00000019831
ENSCPOG00000006421|ENSCPOT00000006486|ENSCPOP00000019832
ENSCPOG00000022790|ENSCPOT00000022508|ENSCPOP00000019840
ENSCPOG00000011133|ENSCPOT00000019957|ENSCPOP00000019853
ENSCPOG00000008440|ENSCPOT00000008517|ENSCPOP00000019882
ENSCPOG00000001368|ENSCPOT00000001387|ENSCPOP00000019898
ENSCPOG00000021878|ENSCPOT00000025253|ENSCPOP00000019910
ENSCPOG00000019762|ENSCPOT00000004804|ENSCPOP00000019932
ENSCPOG00000020788|ENSCPOT00000023912|ENSCPOP00000019936
ENSCPOG00000009235|ENSCPOT00000009320|ENSCPOP00000019945
ENSCPOG00000026891|ENSCPOT00000021634|ENSCPOP00000019957
ENSCPOG00000025374|ENSCPOT00000025766|ENSCPOP00000019961
ENSCPOG00000008543|ENSCPOT00000008620|ENSCPOP00000019984
ENSCPOG00000005050|ENSCPOT00000005104|ENSCPOP00000019987
ENSCPOG00000007070|ENSCPOT00000007140|ENSCPOP00000020027
ENSCPOG00000025212|ENSCPOT00000022854|ENSCPOP00000020028
ENSCPOG00000001949|ENSCPOT00000001971|ENSCPOP00000020047
ENSCPOG00000005423|ENSCPOT00000005481|ENSCPOP00000020072
ENSCPOG00000022822|ENSCPOT00000019516|ENSCPOP00000020078
ENSCPOG00000021454|ENSCPOT00000019731|ENSCPOP00000020079
ENSCPOG00000020973|ENSCPOT00000019797|ENSCPOP00000020093
ENSCPOG00000021145|ENSCPOT00000021222|ENSCPOP00000020121
ENSCPOG00000019975|ENSCPOT00000026323|ENSCPOP00000020151
ENSCPOG00000022445|ENSCPOT00000020083|ENSCPOP00000020154
ENSCPOG00000026974|ENSCPOT00000020782|ENSCPOP00000020178
ENSCPOG00000007877|ENSCPOT00000007952|ENSCPOP00000020179
ENSCPOG00000024056|ENSCPOT00000026903|ENSCPOP00000020184
ENSCPOG00000020692|ENSCPOT00000023138|ENSCPOP00000020194
ENSCPOG00000024485|ENSCPOT00000023880|ENSCPOP00000020210
ENSCPOG00000003950|ENSCPOT00000003994|ENSCPOP00000020216
ENSCPOG00000020873|ENSCPOT00000027212|ENSCPOP00000020228
ENSCPOG00000025720|ENSCPOT00000020143|ENSCPOP00000020230
ENSCPOG00000005955|ENSCPOT00000006018|ENSCPOP00000020232
ENSCPOG00000025763|ENSCPOT00000026319|ENSCPOP00000020239
ENSCPOG00000021412|ENSCPOT00000020449|ENSCPOP00000020241
ENSCPOG00000006166|ENSCPOT00000006230|ENSCPOP00000020250
ENSCPOG00000027544|ENSCPOT00000026180|ENSCPOP00000020255
ENSCPOG00000021967|ENSCPOT00000027440|ENSCPOP00000020264
ENSCPOG00000001786|ENSCPOT00000001807|ENSCPOP00000020279
ENSCPOG00000001278|ENSCPOT00000001294|ENSCPOP00000020286
ENSCPOG00000008330|ENSCPOT00000008405|ENSCPOP00000020300
ENSCPOG00000027530|ENSCPOT00000026103|ENSCPOP00000020315
ENSCPOG00000002427|ENSCPOT00000020505|ENSCPOP00000020342
ENSCPOG00000020517|ENSCPOT00000008216|ENSCPOP00000020365
ENSCPOG00000022448|ENSCPOT00000021662|ENSCPOP00000020392
ENSCPOG00000010082|ENSCPOT00000010173|ENSCPOP00000020399
ENSCPOG00000019316|ENSCPOT00000026144|ENSCPOP00000020425
ENSCPOG00000026770|ENSCPOT00000022277|ENSCPOP00000020428
ENSCPOG00000025709|ENSCPOT00000025772|ENSCPOP00000020440
ENSCPOG00000027617|ENSCPOT00000025167|ENSCPOP00000020455
ENSCPOG00000026531|ENSCPOT00000020701|ENSCPOP00000020458
ENSCPOG00000020064|ENSCPOT00000002909|ENSCPOP00000020461
ENSCPOG00000019374|ENSCPOT00000021010|ENSCPOP00000020464
ENSCPOG00000015420|ENSCPOT00000015571|ENSCPOP00000020477
ENSCPOG00000020479|ENSCPOT00000027928|ENSCPOP00000020485
ENSCPOG00000023432|ENSCPOT00000027224|ENSCPOP00000020489
ENSCPOG00000005305|ENSCPOT00000005362|ENSCPOP00000020553
ENSCPOG00000006607|ENSCPOT00000008745|ENSCPOP00000020555
ENSCPOG00000025881|ENSCPOT00000024559|ENSCPOP00000020566
ENSCPOG00000002126|ENSCPOT00000002154|ENSCPOP00000020571
ENSCPOG00000024049|ENSCPOT00000019945|ENSCPOP00000020593
ENSCPOG00000020967|ENSCPOT00000005992|ENSCPOP00000020600
ENSCPOG00000020034|ENSCPOT00000019534|ENSCPOP00000020613
ENSCPOG00000024305|ENSCPOT00000024584|ENSCPOP00000020636
ENSCPOG00000000103|ENSCPOT00000000104|ENSCPOP00000020641
ENSCPOG00000004657|ENSCPOT00000004706|ENSCPOP00000020652
ENSCPOG00000024880|ENSCPOT00000024791|ENSCPOP00000020653
ENSCPOG00000011552|ENSCPOT00000011663|ENSCPOP00000020662
ENSCPOG00000021916|ENSCPOT00000022383|ENSCPOP00000020665
ENSCPOG00000007127|ENSCPOT00000022927|ENSCPOP00000020710
ENSCPOG00000020010|ENSCPOT00000025248|ENSCPOP00000020722
ENSCPOG00000025747|ENSCPOT00000026411|ENSCPOP00000020733
ENSCPOG00000024145|ENSCPOT00000011023|ENSCPOP00000020744
ENSCPOG00000019317|ENSCPOT00000022526|ENSCPOP00000020768
ENSCPOG00000009572|ENSCPOT00000009658|ENSCPOP00000020769
ENSCPOG00000025188|ENSCPOT00000024667|ENSCPOP00000020778
ENSCPOG00000003998|ENSCPOT00000019607|ENSCPOP00000020798
ENSCPOG00000021557|ENSCPOT00000020976|ENSCPOP00000020799
ENSCPOG00000004420|ENSCPOT00000004468|ENSCPOP00000020820
ENSCPOG00000023691|ENSCPOT00000022608|ENSCPOP00000020821
ENSCPOG00000026815|ENSCPOT00000023100|ENSCPOP00000020847
ENSCPOG00000022767|ENSCPOT00000026639|ENSCPOP00000020862
ENSCPOG00000015683|ENSCPOT00000015838|ENSCPOP00000020889
ENSCPOG00000020071|ENSCPOT00000024999|ENSCPOP00000020918
ENSCPOG00000022002|ENSCPOT00000024154|ENSCPOP00000020926
ENSCPOG00000020254|ENSCPOT00000020344|ENSCPOP00000020969
ENSCPOG00000005181|ENSCPOT00000005236|ENSCPOP00000020988
ENSCPOG00000024801|ENSCPOT00000023884|ENSCPOP00000020995
ENSCPOG00000026684|ENSCPOT00000019603|ENSCPOP00000021043
ENSCPOG00000024792|ENSCPOT00000025398|ENSCPOP00000021045
ENSCPOG00000024506|ENSCPOT00000028118|ENSCPOP00000021047
ENSCPOG00000025820|ENSCPOT00000024912|ENSCPOP00000021051
ENSCPOG00000025278|ENSCPOT00000024374|ENSCPOP00000021069
ENSCPOG00000027510|ENSCPOT00000024946|ENSCPOP00000021077
ENSCPOG00000023192|ENSCPOT00000023724|ENSCPOP00000021109
ENSCPOG00000021752|ENSCPOT00000026871|ENSCPOP00000021117
ENSCPOG00000004945|ENSCPOT00000004998|ENSCPOP00000021121
ENSCPOG00000019999|ENSCPOT00000019857|ENSCPOP00000021139
ENSCPOG00000019982|ENSCPOT00000022232|ENSCPOP00000021152
ENSCPOG00000027015|ENSCPOT00000022979|ENSCPOP00000021156
ENSCPOG00000003736|ENSCPOT00000025995|ENSCPOP00000021197
ENSCPOG00000021242|ENSCPOT00000022044|ENSCPOP00000021202
ENSCPOG00000021929|ENSCPOT00000020123|ENSCPOP00000021235
ENSEEUG00000000001|ENSEEUT00000000001|ENSEEUP00000000001
ENSEEUG00000000036|ENSEEUT00000000036|ENSEEUP00000000032
ENSEEUG00000000050|ENSEEUT00000000051|ENSEEUP00000000045
ENSEEUG00000000053|ENSEEUT00000000052|ENSEEUP00000000046
ENSEEUG00000000060|ENSEEUT00000000059|ENSEEUP00000000051
ENSEEUG00000000081|ENSEEUT00000000081|ENSEEUP00000000071
ENSEEUG00000000091|ENSEEUT00000000090|ENSEEUP00000000080
ENSEEUG00000000098|ENSEEUT00000000098|ENSEEUP00000000088
ENSEEUG00000000136|ENSEEUT00000000139|ENSEEUP00000000117
ENSEEUG00000000155|ENSEEUT00000000155|ENSEEUP00000000131
ENSEEUG00000000178|ENSEEUT00000000177|ENSEEUP00000000152
ENSEEUG00000000191|ENSEEUT00000000190|ENSEEUP00000000163
ENSEEUG00000000220|ENSEEUT00000000221|ENSEEUP00000000192
ENSEEUG00000000226|ENSEEUT00000000226|ENSEEUP00000000196
ENSEEUG00000000262|ENSEEUT00000000263|ENSEEUP00000000230
ENSEEUG00000000315|ENSEEUT00000000315|ENSEEUP00000000280
ENSEEUG00000000343|ENSEEUT00000000344|ENSEEUP00000000303
ENSEEUG00000000348|ENSEEUT00000000347|ENSEEUP00000000306
ENSEEUG00000000360|ENSEEUT00000000360|ENSEEUP00000000314
ENSEEUG00000000385|ENSEEUT00000000385|ENSEEUP00000000337
ENSEEUG00000000406|ENSEEUT00000000409|ENSEEUP00000000361
ENSEEUG00000000426|ENSEEUT00000000424|ENSEEUP00000000375
ENSEEUG00000000475|ENSEEUT00000000476|ENSEEUP00000000424
ENSEEUG00000000478|ENSEEUT00000000477|ENSEEUP00000000425
ENSEEUG00000000495|ENSEEUT00000000495|ENSEEUP00000000440
ENSEEUG00000000551|ENSEEUT00000000551|ENSEEUP00000000484
ENSEEUG00000000613|ENSEEUT00000000614|ENSEEUP00000000539
ENSEEUG00000000649|ENSEEUT00000000647|ENSEEUP00000000567
ENSEEUG00000000661|ENSEEUT00000000659|ENSEEUP00000000579
ENSEEUG00000000672|ENSEEUT00000000671|ENSEEUP00000000591
ENSEEUG00000000674|ENSEEUT00000000674|ENSEEUP00000000594
ENSEEUG00000000675|ENSEEUT00000000675|ENSEEUP00000000595
ENSEEUG00000000681|ENSEEUT00000000681|ENSEEUP00000000601
ENSEEUG00000000695|ENSEEUT00000000695|ENSEEUP00000000613
ENSEEUG00000000706|ENSEEUT00000000707|ENSEEUP00000000625
ENSEEUG00000000731|ENSEEUT00000000731|ENSEEUP00000000647
ENSEEUG00000000733|ENSEEUT00000000733|ENSEEUP00000000649
ENSEEUG00000000744|ENSEEUT00000000744|ENSEEUP00000000659
ENSEEUG00000000763|ENSEEUT00000000763|ENSEEUP00000000677
ENSEEUG00000000802|ENSEEUT00000000802|ENSEEUP00000000713
ENSEEUG00000000817|ENSEEUT00000000817|ENSEEUP00000000726
ENSEEUG00000000824|ENSEEUT00000000824|ENSEEUP00000000733
ENSEEUG00000000874|ENSEEUT00000000874|ENSEEUP00000000778
ENSEEUG00000000875|ENSEEUT00000000876|ENSEEUP00000000780
ENSEEUG00000000923|ENSEEUT00000000921|ENSEEUP00000000823
ENSEEUG00000000928|ENSEEUT00000000926|ENSEEUP00000000828
ENSEEUG00000001008|ENSEEUT00000001013|ENSEEUP00000000904
ENSEEUG00000001031|ENSEEUT00000001033|ENSEEUP00000000923
ENSEEUG00000001054|ENSEEUT00000001049|ENSEEUP00000000939
ENSEEUG00000001078|ENSEEUT00000001072|ENSEEUP00000000958
ENSEEUG00000001085|ENSEEUT00000001081|ENSEEUP00000000967
ENSEEUG00000001172|ENSEEUT00000001167|ENSEEUP00000001050
ENSEEUG00000001195|ENSEEUT00000001193|ENSEEUP00000001072
ENSEEUG00000001198|ENSEEUT00000001195|ENSEEUP00000001074
ENSEEUG00000001244|ENSEEUT00000001253|ENSEEUP00000001124
ENSEEUG00000001286|ENSEEUT00000001282|ENSEEUP00000001149
ENSEEUG00000001307|ENSEEUT00000001302|ENSEEUP00000001167
ENSEEUG00000001301|ENSEEUT00000001311|ENSEEUP00000001176
ENSEEUG00000001327|ENSEEUT00000001322|ENSEEUP00000001187
ENSEEUG00000001340|ENSEEUT00000001336|ENSEEUP00000001200
ENSEEUG00000001342|ENSEEUT00000001345|ENSEEUP00000001209
ENSEEUG00000001361|ENSEEUT00000001385|ENSEEUP00000001247
ENSEEUG00000001385|ENSEEUT00000001388|ENSEEUP00000001250
ENSEEUG00000001418|ENSEEUT00000001418|ENSEEUP00000001279
ENSEEUG00000001489|ENSEEUT00000001485|ENSEEUP00000001343
ENSEEUG00000001500|ENSEEUT00000001497|ENSEEUP00000001353
ENSEEUG00000001530|ENSEEUT00000001524|ENSEEUP00000001380
ENSEEUG00000001534|ENSEEUT00000001526|ENSEEUP00000001382
ENSEEUG00000001544|ENSEEUT00000001537|ENSEEUP00000001393
ENSEEUG00000001567|ENSEEUT00000001563|ENSEEUP00000001417
ENSEEUG00000001596|ENSEEUT00000001591|ENSEEUP00000001445
ENSEEUG00000001604|ENSEEUT00000001596|ENSEEUP00000001450
ENSEEUG00000001605|ENSEEUT00000001597|ENSEEUP00000001451
ENSEEUG00000001609|ENSEEUT00000001603|ENSEEUP00000001454
ENSEEUG00000001638|ENSEEUT00000001639|ENSEEUP00000001489
ENSEEUG00000001632|ENSEEUT00000001643|ENSEEUP00000001493
ENSEEUG00000001667|ENSEEUT00000001666|ENSEEUP00000001515
ENSEEUG00000001661|ENSEEUT00000001669|ENSEEUP00000001518
ENSEEUG00000001685|ENSEEUT00000001685|ENSEEUP00000001533
ENSEEUG00000001696|ENSEEUT00000001686|ENSEEUP00000001534
ENSEEUG00000001692|ENSEEUT00000001694|ENSEEUP00000001542
ENSEEUG00000001712|ENSEEUT00000001710|ENSEEUP00000001555
ENSEEUG00000001749|ENSEEUT00000001741|ENSEEUP00000001585
ENSEEUG00000001810|ENSEEUT00000001803|ENSEEUP00000001642
ENSEEUG00000001842|ENSEEUT00000001835|ENSEEUP00000001672
ENSEEUG00000001886|ENSEEUT00000001877|ENSEEUP00000001709
ENSEEUG00000001878|ENSEEUT00000001895|ENSEEUP00000001724
ENSEEUG00000001926|ENSEEUT00000001919|ENSEEUP00000001747
ENSEEUG00000001939|ENSEEUT00000001935|ENSEEUP00000001763
ENSEEUG00000001962|ENSEEUT00000001971|ENSEEUP00000001793
ENSEEUG00000001979|ENSEEUT00000001974|ENSEEUP00000001796
ENSEEUG00000002008|ENSEEUT00000001999|ENSEEUP00000001821
ENSEEUG00000001999|ENSEEUT00000002003|ENSEEUP00000001824
ENSEEUG00000002023|ENSEEUT00000002019|ENSEEUP00000001838
ENSEEUG00000002026|ENSEEUT00000002047|ENSEEUP00000001865
ENSEEUG00000002056|ENSEEUT00000002062|ENSEEUP00000001880
ENSEEUG00000002077|ENSEEUT00000002074|ENSEEUP00000001890
ENSEEUG00000002093|ENSEEUT00000002090|ENSEEUP00000001904
ENSEEUG00000002143|ENSEEUT00000002137|ENSEEUP00000001948
ENSEEUG00000002149|ENSEEUT00000002143|ENSEEUP00000001952
ENSEEUG00000002118|ENSEEUT00000002144|ENSEEUP00000001953
ENSEEUG00000002153|ENSEEUT00000002145|ENSEEUP00000001954
ENSEEUG00000002155|ENSEEUT00000002147|ENSEEUP00000001955
ENSEEUG00000002188|ENSEEUT00000002180|ENSEEUP00000001985
ENSEEUG00000002213|ENSEEUT00000002205|ENSEEUP00000002007
ENSEEUG00000002225|ENSEEUT00000002224|ENSEEUP00000002026
ENSEEUG00000002232|ENSEEUT00000002230|ENSEEUP00000002031
ENSEEUG00000002252|ENSEEUT00000002265|ENSEEUP00000002067
ENSEEUG00000002280|ENSEEUT00000002271|ENSEEUP00000002072
ENSEEUG00000002273|ENSEEUT00000002272|ENSEEUP00000002073
ENSEEUG00000002300|ENSEEUT00000002295|ENSEEUP00000002095
ENSEEUG00000002279|ENSEEUT00000002310|ENSEEUP00000002108
ENSEEUG00000002315|ENSEEUT00000002323|ENSEEUP00000002120
ENSEEUG00000002342|ENSEEUT00000002344|ENSEEUP00000002139
ENSEEUG00000002394|ENSEEUT00000002394|ENSEEUP00000002188
ENSEEUG00000002463|ENSEEUT00000002452|ENSEEUP00000002239
ENSEEUG00000002520|ENSEEUT00000002509|ENSEEUP00000002294
ENSEEUG00000002511|ENSEEUT00000002519|ENSEEUP00000002303
ENSEEUG00000002518|ENSEEUT00000002551|ENSEEUP00000002332
ENSEEUG00000002580|ENSEEUT00000002574|ENSEEUP00000002354
ENSEEUG00000002587|ENSEEUT00000002592|ENSEEUP00000002371
ENSEEUG00000002572|ENSEEUT00000002603|ENSEEUP00000002382
ENSEEUG00000002623|ENSEEUT00000002617|ENSEEUP00000002395
ENSEEUG00000002612|ENSEEUT00000002623|ENSEEUP00000002401
ENSEEUG00000002643|ENSEEUT00000002649|ENSEEUP00000002425
ENSEEUG00000002641|ENSEEUT00000002673|ENSEEUP00000002447
ENSEEUG00000002681|ENSEEUT00000002677|ENSEEUP00000002451
ENSEEUG00000002795|ENSEEUT00000002781|ENSEEUP00000002546
ENSEEUG00000002813|ENSEEUT00000002801|ENSEEUP00000002565
ENSEEUG00000002774|ENSEEUT00000002812|ENSEEUP00000002574
ENSEEUG00000002826|ENSEEUT00000002814|ENSEEUP00000002576
ENSEEUG00000002840|ENSEEUT00000002835|ENSEEUP00000002595
ENSEEUG00000002866|ENSEEUT00000002865|ENSEEUP00000002624
ENSEEUG00000002889|ENSEEUT00000002874|ENSEEUP00000002632
ENSEEUG00000002886|ENSEEUT00000002882|ENSEEUP00000002639
ENSEEUG00000002933|ENSEEUT00000002924|ENSEEUP00000002680
ENSEEUG00000002911|ENSEEUT00000002936|ENSEEUP00000002692
ENSEEUG00000002816|ENSEEUT00000002948|ENSEEUP00000002703
ENSEEUG00000002969|ENSEEUT00000002982|ENSEEUP00000002737
ENSEEUG00000003002|ENSEEUT00000003012|ENSEEUP00000002764
ENSEEUG00000003094|ENSEEUT00000003081|ENSEEUP00000002828
ENSEEUG00000003103|ENSEEUT00000003097|ENSEEUP00000002842
ENSEEUG00000003104|ENSEEUT00000003103|ENSEEUP00000002847
ENSEEUG00000003130|ENSEEUT00000003114|ENSEEUP00000002856
ENSEEUG00000003137|ENSEEUT00000003118|ENSEEUP00000002860
ENSEEUG00000003075|ENSEEUT00000003128|ENSEEUP00000002868
ENSEEUG00000003151|ENSEEUT00000003134|ENSEEUP00000002873
ENSEEUG00000003155|ENSEEUT00000003139|ENSEEUP00000002876
ENSEEUG00000003197|ENSEEUT00000003177|ENSEEUP00000002912
ENSEEUG00000003198|ENSEEUT00000003192|ENSEEUP00000002924
ENSEEUG00000003042|ENSEEUT00000003211|ENSEEUP00000002942
ENSEEUG00000003235|ENSEEUT00000003215|ENSEEUP00000002945
ENSEEUG00000003211|ENSEEUT00000003217|ENSEEUP00000002947
ENSEEUG00000003228|ENSEEUT00000003220|ENSEEUP00000002950
ENSEEUG00000003253|ENSEEUT00000003257|ENSEEUP00000002981
ENSEEUG00000003288|ENSEEUT00000003272|ENSEEUP00000002996
ENSEEUG00000003270|ENSEEUT00000003278|ENSEEUP00000003001
ENSEEUG00000003311|ENSEEUT00000003312|ENSEEUP00000003032
ENSEEUG00000003350|ENSEEUT00000003369|ENSEEUP00000003080
ENSEEUG00000003356|ENSEEUT00000003372|ENSEEUP00000003083
ENSEEUG00000003385|ENSEEUT00000003373|ENSEEUP00000003084
ENSEEUG00000003419|ENSEEUT00000003412|ENSEEUP00000003116
ENSEEUG00000003478|ENSEEUT00000003462|ENSEEUP00000003157
ENSEEUG00000003433|ENSEEUT00000003472|ENSEEUP00000003166
ENSEEUG00000003489|ENSEEUT00000003474|ENSEEUP00000003167
ENSEEUG00000003476|ENSEEUT00000003483|ENSEEUP00000003175
ENSEEUG00000003469|ENSEEUT00000003485|ENSEEUP00000003176
ENSEEUG00000003502|ENSEEUT00000003550|ENSEEUP00000003234
ENSEEUG00000003548|ENSEEUT00000003553|ENSEEUP00000003237
ENSEEUG00000003574|ENSEEUT00000003558|ENSEEUP00000003242
ENSEEUG00000003585|ENSEEUT00000003618|ENSEEUP00000003297
ENSEEUG00000003672|ENSEEUT00000003641|ENSEEUP00000003317
ENSEEUG00000003694|ENSEEUT00000003668|ENSEEUP00000003342
ENSEEUG00000003706|ENSEEUT00000003687|ENSEEUP00000003359
ENSEEUG00000003661|ENSEEUT00000003688|ENSEEUP00000003360
ENSEEUG00000003686|ENSEEUT00000003702|ENSEEUP00000003374
ENSEEUG00000003692|ENSEEUT00000003708|ENSEEUP00000003380
ENSEEUG00000003767|ENSEEUT00000003738|ENSEEUP00000003407
ENSEEUG00000003629|ENSEEUT00000003741|ENSEEUP00000003410
ENSEEUG00000003808|ENSEEUT00000003808|ENSEEUP00000003472
ENSEEUG00000003796|ENSEEUT00000003810|ENSEEUP00000003474
ENSEEUG00000003857|ENSEEUT00000003827|ENSEEUP00000003490
ENSEEUG00000003865|ENSEEUT00000003843|ENSEEUP00000003505
ENSEEUG00000003839|ENSEEUT00000003849|ENSEEUP00000003511
ENSEEUG00000003847|ENSEEUT00000003881|ENSEEUP00000003535
ENSEEUG00000003918|ENSEEUT00000003918|ENSEEUP00000003569
ENSEEUG00000003966|ENSEEUT00000003942|ENSEEUP00000003590
ENSEEUG00000003970|ENSEEUT00000003973|ENSEEUP00000003615
ENSEEUG00000004009|ENSEEUT00000003981|ENSEEUP00000003621
ENSEEUG00000003992|ENSEEUT00000003991|ENSEEUP00000003631
ENSEEUG00000004017|ENSEEUT00000004016|ENSEEUP00000003652
ENSEEUG00000004024|ENSEEUT00000004041|ENSEEUP00000003676
ENSEEUG00000004083|ENSEEUT00000004090|ENSEEUP00000003718
ENSEEUG00000004105|ENSEEUT00000004091|ENSEEUP00000003719
ENSEEUG00000004097|ENSEEUT00000004113|ENSEEUP00000003739
ENSEEUG00000004163|ENSEEUT00000004136|ENSEEUP00000003758
ENSEEUG00000004148|ENSEEUT00000004168|ENSEEUP00000003788
ENSEEUG00000004186|ENSEEUT00000004192|ENSEEUP00000003811
ENSEEUG00000004187|ENSEEUT00000004200|ENSEEUP00000003819
ENSEEUG00000004236|ENSEEUT00000004215|ENSEEUP00000003834
ENSEEUG00000004221|ENSEEUT00000004216|ENSEEUP00000003835
ENSEEUG00000004208|ENSEEUT00000004219|ENSEEUP00000003838
ENSEEUG00000004192|ENSEEUT00000004247|ENSEEUP00000003860
ENSEEUG00000004286|ENSEEUT00000004261|ENSEEUP00000003873
ENSEEUG00000004268|ENSEEUT00000004282|ENSEEUP00000003893
ENSEEUG00000004343|ENSEEUT00000004311|ENSEEUP00000003919
ENSEEUG00000004363|ENSEEUT00000004353|ENSEEUP00000003960
ENSEEUG00000004366|ENSEEUT00000004381|ENSEEUP00000003985
ENSEEUG00000004413|ENSEEUT00000004391|ENSEEUP00000003995
ENSEEUG00000004480|ENSEEUT00000004453|ENSEEUP00000004053
ENSEEUG00000004491|ENSEEUT00000004462|ENSEEUP00000004062
ENSEEUG00000004501|ENSEEUT00000004472|ENSEEUP00000004070
ENSEEUG00000004512|ENSEEUT00000004479|ENSEEUP00000004075
ENSEEUG00000004520|ENSEEUT00000004486|ENSEEUP00000004081
ENSEEUG00000004518|ENSEEUT00000004494|ENSEEUP00000004088
ENSEEUG00000004564|ENSEEUT00000004535|ENSEEUP00000004126
ENSEEUG00000004479|ENSEEUT00000004542|ENSEEUP00000004133
ENSEEUG00000004583|ENSEEUT00000004550|ENSEEUP00000004141
ENSEEUG00000004616|ENSEEUT00000004589|ENSEEUP00000004178
ENSEEUG00000004631|ENSEEUT00000004597|ENSEEUP00000004185
ENSEEUG00000004652|ENSEEUT00000004624|ENSEEUP00000004210
ENSEEUG00000004653|ENSEEUT00000004648|ENSEEUP00000004232
ENSEEUG00000004677|ENSEEUT00000004663|ENSEEUP00000004245
ENSEEUG00000004688|ENSEEUT00000004680|ENSEEUP00000004261
ENSEEUG00000004693|ENSEEUT00000004681|ENSEEUP00000004262
ENSEEUG00000004678|ENSEEUT00000004694|ENSEEUP00000004274
ENSEEUG00000004754|ENSEEUT00000004721|ENSEEUP00000004301
ENSEEUG00000004681|ENSEEUT00000004723|ENSEEUP00000004303
ENSEEUG00000004718|ENSEEUT00000004746|ENSEEUP00000004324
ENSEEUG00000004780|ENSEEUT00000004770|ENSEEUP00000004347
ENSEEUG00000004796|ENSEEUT00000004774|ENSEEUP00000004351
ENSEEUG00000004813|ENSEEUT00000004784|ENSEEUP00000004361
ENSEEUG00000004822|ENSEEUT00000004787|ENSEEUP00000004364
ENSEEUG00000004736|ENSEEUT00000004802|ENSEEUP00000004376
ENSEEUG00000004802|ENSEEUT00000004807|ENSEEUP00000004381
ENSEEUG00000004812|ENSEEUT00000004814|ENSEEUP00000004388
ENSEEUG00000004850|ENSEEUT00000004815|ENSEEUP00000004389
ENSEEUG00000004789|ENSEEUT00000004851|ENSEEUP00000004423
ENSEEUG00000004908|ENSEEUT00000004879|ENSEEUP00000004451
ENSEEUG00000004890|ENSEEUT00000004885|ENSEEUP00000004457
ENSEEUG00000004868|ENSEEUT00000004905|ENSEEUP00000004477
ENSEEUG00000004941|ENSEEUT00000004945|ENSEEUP00000004514
ENSEEUG00000004988|ENSEEUT00000004961|ENSEEUP00000004527
ENSEEUG00000005009|ENSEEUT00000004974|ENSEEUP00000004539
ENSEEUG00000004995|ENSEEUT00000004997|ENSEEUP00000004561
ENSEEUG00000005063|ENSEEUT00000005029|ENSEEUP00000004593
ENSEEUG00000005076|ENSEEUT00000005051|ENSEEUP00000004614
ENSEEUG00000005085|ENSEEUT00000005063|ENSEEUP00000004625
ENSEEUG00000005112|ENSEEUT00000005074|ENSEEUP00000004635
ENSEEUG00000005121|ENSEEUT00000005102|ENSEEUP00000004661
ENSEEUG00000005146|ENSEEUT00000005114|ENSEEUP00000004670
ENSEEUG00000005033|ENSEEUT00000005118|ENSEEUP00000004674
ENSEEUG00000005145|ENSEEUT00000005123|ENSEEUP00000004678
ENSEEUG00000005155|ENSEEUT00000005131|ENSEEUP00000004684
ENSEEUG00000005200|ENSEEUT00000005171|ENSEEUP00000004717
ENSEEUG00000005083|ENSEEUT00000005174|ENSEEUP00000004720
ENSEEUG00000005173|ENSEEUT00000005211|ENSEEUP00000004750
ENSEEUG00000005233|ENSEEUT00000005235|ENSEEUP00000004768
ENSEEUG00000005270|ENSEEUT00000005240|ENSEEUP00000004773
ENSEEUG00000005316|ENSEEUT00000005280|ENSEEUP00000004808
ENSEEUG00000005281|ENSEEUT00000005290|ENSEEUP00000004815
